%
%	这是工人能力的数据
%
%	2018/6/9

@RELATION trait

@ATTRIBUTE workerid NUMERIC
%标注类型一
@ATTRIBUTE trait_1_1 NUMERIC
@ATTRIBUTE trait_1_2 NUMERIC
@ATTRIBUTE trait_1_3 NUMERIC
@ATTRIBUTE trait_1_4 NUMERIC
@ATTRIBUTE trait_1_5 NUMERIC
@ATTRIBUTE trait_1_6 NUMERIC
@ATTRIBUTE trait_1_7 NUMERIC
@ATTRIBUTE trait_1_8 NUMERIC
@ATTRIBUTE trait_1_9 NUMERIC
@ATTRIBUTE trait_1_10 NUMERIC
@ATTRIBUTE trait_1_11 NUMERIC
@ATTRIBUTE trait_1_12 NUMERIC
@ATTRIBUTE trait_1_13 NUMERIC
@ATTRIBUTE trait_1_14 NUMERIC
@ATTRIBUTE trait_1_15 NUMERIC
@ATTRIBUTE trait_1_16 NUMERIC
@ATTRIBUTE trait_1_17 NUMERIC
@ATTRIBUTE trait_1_18 NUMERIC
@ATTRIBUTE trait_1_19 NUMERIC
@ATTRIBUTE trait_1_20 NUMERIC
@ATTRIBUTE trait_1_21 NUMERIC
@ATTRIBUTE trait_1_22 NUMERIC
@ATTRIBUTE trait_1_23 NUMERIC
@ATTRIBUTE trait_1_24 NUMERIC
@ATTRIBUTE trait_1_25 NUMERIC
@ATTRIBUTE trait_1_26 NUMERIC
@ATTRIBUTE trait_1_27 NUMERIC
@ATTRIBUTE trait_1_28 NUMERIC
@ATTRIBUTE trait_1_29 NUMERIC
@ATTRIBUTE trait_1_30 NUMERIC
%标注类型二
@ATTRIBUTE trait_2_1 NUMERIC
@ATTRIBUTE trait_2_2 NUMERIC
@ATTRIBUTE trait_2_3 NUMERIC
@ATTRIBUTE trait_2_4 NUMERIC
@ATTRIBUTE trait_2_5 NUMERIC
@ATTRIBUTE trait_2_6 NUMERIC
@ATTRIBUTE trait_2_7 NUMERIC
@ATTRIBUTE trait_2_8 NUMERIC
@ATTRIBUTE trait_2_9 NUMERIC
@ATTRIBUTE trait_2_10 NUMERIC
@ATTRIBUTE trait_2_11 NUMERIC
@ATTRIBUTE trait_2_12 NUMERIC
@ATTRIBUTE trait_2_13 NUMERIC
@ATTRIBUTE trait_2_14 NUMERIC
@ATTRIBUTE trait_2_15 NUMERIC
@ATTRIBUTE trait_2_16 NUMERIC
@ATTRIBUTE trait_2_17 NUMERIC
@ATTRIBUTE trait_2_18 NUMERIC
@ATTRIBUTE trait_2_19 NUMERIC
@ATTRIBUTE trait_2_20 NUMERIC
@ATTRIBUTE trait_2_21 NUMERIC
@ATTRIBUTE trait_2_22 NUMERIC
@ATTRIBUTE trait_2_23 NUMERIC
@ATTRIBUTE trait_2_24 NUMERIC
@ATTRIBUTE trait_2_25 NUMERIC
@ATTRIBUTE trait_2_26 NUMERIC
@ATTRIBUTE trait_2_27 NUMERIC
@ATTRIBUTE trait_2_28 NUMERIC
@ATTRIBUTE trait_2_29 NUMERIC
@ATTRIBUTE trait_2_30 NUMERIC
%标注类型三
@ATTRIBUTE trait_3_1 NUMERIC
@ATTRIBUTE trait_3_2 NUMERIC
@ATTRIBUTE trait_3_3 NUMERIC
@ATTRIBUTE trait_3_4 NUMERIC
@ATTRIBUTE trait_3_5 NUMERIC
@ATTRIBUTE trait_3_6 NUMERIC
@ATTRIBUTE trait_3_7 NUMERIC
@ATTRIBUTE trait_3_8 NUMERIC
@ATTRIBUTE trait_3_9 NUMERIC
@ATTRIBUTE trait_3_10 NUMERIC
@ATTRIBUTE trait_3_11 NUMERIC
@ATTRIBUTE trait_3_12 NUMERIC
@ATTRIBUTE trait_3_13 NUMERIC
@ATTRIBUTE trait_3_14 NUMERIC
@ATTRIBUTE trait_3_15 NUMERIC
@ATTRIBUTE trait_3_16 NUMERIC
@ATTRIBUTE trait_3_17 NUMERIC
@ATTRIBUTE trait_3_18 NUMERIC
@ATTRIBUTE trait_3_19 NUMERIC
@ATTRIBUTE trait_3_20 NUMERIC
@ATTRIBUTE trait_3_21 NUMERIC
@ATTRIBUTE trait_3_22 NUMERIC
@ATTRIBUTE trait_3_23 NUMERIC
@ATTRIBUTE trait_3_24 NUMERIC
@ATTRIBUTE trait_3_25 NUMERIC
@ATTRIBUTE trait_3_26 NUMERIC
@ATTRIBUTE trait_3_27 NUMERIC
@ATTRIBUTE trait_3_28 NUMERIC
@ATTRIBUTE trait_3_29 NUMERIC
@ATTRIBUTE trait_3_30 NUMERIC
%标注类型四
@ATTRIBUTE trait_4_1 NUMERIC
@ATTRIBUTE trait_4_2 NUMERIC
@ATTRIBUTE trait_4_3 NUMERIC
@ATTRIBUTE trait_4_4 NUMERIC
@ATTRIBUTE trait_4_5 NUMERIC
@ATTRIBUTE trait_4_6 NUMERIC
@ATTRIBUTE trait_4_7 NUMERIC
@ATTRIBUTE trait_4_8 NUMERIC
@ATTRIBUTE trait_4_9 NUMERIC
@ATTRIBUTE trait_4_10 NUMERIC
@ATTRIBUTE trait_4_11 NUMERIC
@ATTRIBUTE trait_4_12 NUMERIC
@ATTRIBUTE trait_4_13 NUMERIC
@ATTRIBUTE trait_4_14 NUMERIC
@ATTRIBUTE trait_4_15 NUMERIC
@ATTRIBUTE trait_4_16 NUMERIC
@ATTRIBUTE trait_4_17 NUMERIC
@ATTRIBUTE trait_4_18 NUMERIC
@ATTRIBUTE trait_4_19 NUMERIC
@ATTRIBUTE trait_4_20 NUMERIC
@ATTRIBUTE trait_4_21 NUMERIC
@ATTRIBUTE trait_4_22 NUMERIC
@ATTRIBUTE trait_4_23 NUMERIC
@ATTRIBUTE trait_4_24 NUMERIC
@ATTRIBUTE trait_4_25 NUMERIC
@ATTRIBUTE trait_4_26 NUMERIC
@ATTRIBUTE trait_4_27 NUMERIC
@ATTRIBUTE trait_4_28 NUMERIC
@ATTRIBUTE trait_4_29 NUMERIC
@ATTRIBUTE trait_4_30 NUMERIC
%标注类型五
@ATTRIBUTE trait_5_1 NUMERIC
@ATTRIBUTE trait_5_2 NUMERIC
@ATTRIBUTE trait_5_3 NUMERIC
@ATTRIBUTE trait_5_4 NUMERIC
@ATTRIBUTE trait_5_5 NUMERIC
@ATTRIBUTE trait_5_6 NUMERIC
@ATTRIBUTE trait_5_7 NUMERIC
@ATTRIBUTE trait_5_8 NUMERIC
@ATTRIBUTE trait_5_9 NUMERIC
@ATTRIBUTE trait_5_10 NUMERIC
@ATTRIBUTE trait_5_11 NUMERIC
@ATTRIBUTE trait_5_12 NUMERIC
@ATTRIBUTE trait_5_13 NUMERIC
@ATTRIBUTE trait_5_14 NUMERIC
@ATTRIBUTE trait_5_15 NUMERIC
@ATTRIBUTE trait_5_16 NUMERIC
@ATTRIBUTE trait_5_17 NUMERIC
@ATTRIBUTE trait_5_18 NUMERIC
@ATTRIBUTE trait_5_19 NUMERIC
@ATTRIBUTE trait_5_20 NUMERIC
@ATTRIBUTE trait_5_21 NUMERIC
@ATTRIBUTE trait_5_22 NUMERIC
@ATTRIBUTE trait_5_23 NUMERIC
@ATTRIBUTE trait_5_24 NUMERIC
@ATTRIBUTE trait_5_25 NUMERIC
@ATTRIBUTE trait_5_26 NUMERIC
@ATTRIBUTE trait_5_27 NUMERIC
@ATTRIBUTE trait_5_28 NUMERIC
@ATTRIBUTE trait_5_29 NUMERIC
@ATTRIBUTE trait_5_30 NUMERIC



@DATA
100000748,0,13,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,7,0,0,0,11,7,0,0,0,0,12,0,11,7,7,0,11,0,0,18,0,0,0,18,0,0,0,0,0,0,0,15,0,0,0,14,0,9,0,0,9,0,0,3,0,16,0,0,12,16,0,0,17,0,16,0,0,0,0,11,0,0,0,0,0,0,0,0,5,17,12,0,0,0,0,6,0,0,0,0,17,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,7,0,13,17,0,0,0,0,15,19,0,0,0,17,12,0,0,17,2,14,0,2,0,0,0,13,9,0,11,5,0,0,0
100000749,0,0,0,2,0,1,0,0,14,0,15,0,0,0,2,15,0,0,0,16,0,5,0,0,0,0,0,0,0,0,0,17,19,0,16,0,0,0,0,0,0,0,0,12,6,15,0,17,0,0,0,12,14,0,8,8,0,0,0,17,9,7,0,0,0,0,0,2,5,0,0,5,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,3,0,13,0,0,0,12,0,0,0,7,13,0,0,0,19,0,0,0,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,2,0,0,0,8,0,13,0,7,0,8,0,0,0,0,0,0,12,0
100000750,0,0,0,11,7,0,18,0,0,0,13,0,4,12,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,0,0,0,15,5,2,0,10,0,12,0,7,0,6,0,0,0,0,0,7,10,8,0,5,0,0,6,0,15,0,3,0,0,6,0,0,0,14,2,0,0,0,0,0,0,0,4,0,5,0,0,0,0,12,0,0,0,0,0,0,0,13,0,0,0,21,11,0,5,0,0,12,0,8,0,0,4,0,0,0,0,5,0,0,4,0,0,0,6,16,20,0,0,20,0,0,6,11,0,0,0,0,16,0,15,0,6,0,9,0,0,0,0,0,0,0,7,0,0,0
100000751,0,0,14,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,16,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,14,16,6,0,14,5,0,0,0,0,0,0,0,13,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,15,0,0,0,12,0,0,0,12,0,0,3,0,10,0,1,0,0,0,6,0,0,13,0,0,13,6,4,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,21,0,0
100000752,0,4,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,6,0,0,5,0,0,0,15,0,0,0,0,0,10,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,16,0,0,0,0,2,10,0,0,13,14,0,0,7,0,7,0,16,0,0,15,13,0,0,15,2,0,8,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,14,6,0,2,13,4,0,0,0,0,12,14,0,0,21,12,17,0,0,0,0,0,15,0,0,3,0,0,11,0,0,0,4,0,15,16,0,3,8,7,0,0,0,2,0,0,0,18,0
100000753,0,0,13,2,0,0,0,14,0,0,0,10,0,0,0,14,14,0,27,0,0,5,0,0,13,7,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,14,0,0,0,12,0,0,0,0,0,11,0,0,0,0,8,5,0,0,0,18,12,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,4,0,0,0,0,0,15,11,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,8,12,0,0,15,6,0,0,0,0,0,0,0,20,12,0,0,0,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0
100000754,0,8,0,11,3,0,0,0,0,0,5,0,0,0,0,0,0,14,0,16,0,8,0,17,0,0,0,0,1,14,0,0,0,0,8,0,0,0,0,14,0,3,13,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,4,0,0,0,17,17,0,0,15,0,0,13,0,0,0,0,0,19,0,0,0,0,0,0,0,0,21,17,0,0,16,0,0,0,20,12,0,7,0,14,0,0,4,14,5,5,1,0,0,0,7,0,0,0,0,0,0,18,0,0,12,12,12,0,3,0,0,0,15,0,0,0,11,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000755,4,12,0,0,0,0,0,0,6,0,0,0,0,17,0,15,16,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,17,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,12,11,0,0,6,3,0,0,0,0,0,0,13,14,6,0,0,0,0,23,0,0,0,16,0,0,0,0,15,0,0,0,0,0,0,7,0,0,7,0,12,0,0,0,20,0,0,0,6,0,0,4,0,0,14,0,0,0,0,0,12,0,0,7,0,0,11,0,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,13,0,4,0,0,4,0,15,0,0,0,0,0,0
100000756,0,0,0,3,0,17,0,5,1,0,0,11,0,0,7,0,15,0,13,0,18,0,0,7,4,0,0,0,4,0,0,0,0,0,0,0,0,1,0,12,12,0,0,8,2,18,0,0,14,0,0,17,0,0,0,0,0,0,18,11,11,0,0,0,0,13,0,15,0,0,6,0,0,0,15,0,19,5,0,0,0,8,4,4,0,0,0,21,0,0,0,0,0,14,18,0,0,12,0,0,0,11,0,3,19,0,0,0,0,13,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,4,0,0,11,4,16,3,0,0,0,0,0,4,13,18,0,12,0
100000757,0,0,0,0,0,0,0,16,3,4,11,16,4,0,5,4,0,0,19,0,14,0,0,0,5,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,17,9,0,0,0,4,5,0,0,10,0,14,0,0,0,18,0,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,5,0,0,0,0,0,0,0,19,0,0,7,0,0,18,0,0,0,7,0,5,15,0,0,0,0,0,0,7,0,0,0,0,17,0,17,19,0,5,1,0,8,0,0,0,12,0,0,0,0,0,17,16,0,3,13,15,0,5,0,0,0,0,0,20
100000758,0,0,0,0,20,0,0,0,0,0,17,0,18,0,10,0,0,0,0,14,14,0,0,0,0,12,0,0,0,6,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,13,12,0,17,0,0,2,17,0,0,0,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,14,4,0,0,0,0,0,0,0,0,3,0,6,7,0,0,0,0,0,0,0,6,8,0,0,0,13,0,7,15,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,13,0,0,0,0,18,6,16,0,0,8,2,4,0,3,4,0,3,0,0,12,11
100000759,14,0,15,0,0,0,0,15,0,0,0,0,0,0,13,4,0,0,15,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,2,0,0,15,0,14,0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,13,0,0,0,0,0,20,1,2,0,0,7,0,0,0,0,7,13,0,0,13,0,0,0,0,4,0,4,0,13,0,0,0,0,0,0,0,0,0,13,15,0,5,0,0,13,0,14,0,14,0,0,12,0,0,0,0,0,0,17,0,0,0,3,0,0,8,0,7
100000760,17,10,11,0,0,0,0,0,12,0,12,12,0,1,0,20,0,0,0,0,0,12,0,8,0,6,0,0,14,0,0,0,0,4,0,21,0,0,0,2,0,0,0,12,0,6,0,0,8,0,0,16,12,0,0,0,0,0,0,0,0,18,14,7,0,11,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,11,13,0,0,0,0,0,0,0,0
100000761,0,5,0,0,13,0,8,5,0,0,0,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,12,0,0,0,0,4,5,12,0,13,0,0,0,0,0,12,0,0,13,0,0,0,15,0,0,0,0,20,0,0,0,0,0,4,0,0,0,4,0,0,14,0,0,0,0,0,7,0,0,7,9,0,17,0,0,0,6,0,11,13,19,0,0,0,0,0,2,14,0,0,0,0,0,0,0,7,0,0,0,5,3,0,0,0,0,0,0,3,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0,15,13,0,0,0,0,0,12,0,19,0,0,0
100000762,0,0,7,0,14,0,0,0,0,0,2,6,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,18,0,7,14,0,0,0,0,0,0,0,4,0,15,0,0,0,19,0,0,20,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,9,7,0,0,0,14,0,14,0,0,3,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,13,0,18,6,0,17,12,0,23,0,0,0,0,0,24,0,0,0,0,0,0,4,17,0
100000763,0,7,4,0,0,0,0,6,17,0,10,11,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,18,0,0,0,16,0,0,0,0,0,0,13,0,6,16,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,3,0,0,0,15,0,13,0,0,16,4,6,0,13,0,11,7,0,12,0,0,0,0,18,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,13,0,0,12,0,0,0,1,0,0,5,0,0,0,0,0,17,16,0,0,0,0
100000764,0,0,5,0,13,0,0,0,0,0,5,4,0,0,4,6,0,14,0,0,0,0,17,9,0,0,0,6,18,0,2,0,0,0,0,0,10,0,15,6,0,5,0,0,17,0,0,0,0,15,15,0,0,0,4,0,20,0,0,12,0,0,0,0,6,0,16,0,0,0,0,0,0,0,0,13,15,0,0,0,13,0,12,8,0,0,11,0,14,0,0,4,0,0,0,12,2,17,11,7,0,0,3,0,12,0,0,0,0,0,6,1,0,7,0,0,0,0,0,20,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,7,17,0,3,17,0,0,16,0
100000765,13,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,4,12,11,0,0,0,0,0,3,0,8,0,0,0,0,0,20,2,0,0,14,13,0,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0,0,11,0,0,3,24,0,0,0,0,9,0,5,3,0,0,0,0,0,0,0,0,0,17,0,2,18,2,17,0,0,0,0,15,0,0,11,0,0,0,0,2,0,0,0,0,0,6,0,8,0,0,15,7,10,16,0,0,0,0,0,19,0,0,6,12,0,0,0,0,11,0,0,20,0,0,17,0,0,6,16,0
100000766,0,0,0,0,16,0,0,0,0,20,0,0,0,0,0,0,11,6,0,6,14,0,0,0,0,11,8,0,0,0,11,0,0,0,13,0,0,0,0,0,0,0,12,0,0,0,5,0,14,4,11,12,0,0,0,0,20,0,0,0,0,0,0,15,0,0,0,4,0,0,11,21,4,0,5,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,7,13,0,0,4,0,0,0,0,0,12,0,2,0,0,0,0,14,0,0,0,0,8,0,0,0,9,0,0,0,3,0,0,0,20,4,0,14,0,0,0,0,0,0,0,15,0,0,0,13,0,0,0,0,0,0,0,0,0,0
100000767,0,0,0,13,0,16,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,15,0,0,0,0,0,18,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,12,5,0,0,5,0,0,0,0,0,16,0,0,0,0,4,0,0,0,0,0,12,0,20,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,19,0,0,0,0,13,0,8,0,0,12,0,1,12,0,0,0,0,0,0,0,0,16,17,0,0,0,3,0,0,16,0,0,0,0,0,0,0,3,0,0,0,7
100000768,0,0,23,0,0,0,0,7,0,0,0,0,0,0,0,17,3,0,16,0,0,0,4,0,0,0,0,0,0,0,3,15,0,1,0,0,0,6,0,0,0,0,1,14,0,4,7,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,15,0,7,0,0,11,0,0,1,0,0,1,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,14,0,12,0,2,6,0,0,0,0,15,0,0,0,0,17,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,7,0,0,0,18,5,15,0,0,0,0,0,5,0,0,0,0,0,8
100000769,0,0,0,19,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,3,4,0,0,0,0,0,0,1,13,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,16,0,0,0,0,0,0,0,0,0,20,22,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,6,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,4,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0
100000770,0,0,0,0,0,0,0,15,6,0,1,0,0,0,0,0,0,18,14,0,0,20,0,0,0,0,6,0,0,0,18,15,0,0,0,12,0,0,0,0,0,7,0,0,3,0,13,0,0,0,24,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,14,8,0,0,18,0,0,1,12,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,15,0,0,0,0,0,11,0,13,14,0,0,0,0,0,13,0,7,0,14,0,0,0,0,4,0,13,0,0,0
100000771,0,0,6,3,0,0,0,0,0,7,0,0,16,0,0,0,8,4,5,14,0,0,16,0,0,0,8,0,0,18,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,20,0,7,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,6,0,0,0,0,0,7,0,0,0,7,0,2,0,0,7,0,0,0,0,8,0,0,0,0,1,11,0,0,8,0,0,0,0,0,0,0,0,0,13,0,0,5,0,4,0,0,0,0,10,0,0,15,16,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
100000772,0,0,6,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,11,0,17,9,0,0,8,0,18,0,0,7,6,0,12,0,7,0,0,0,0,13,0,8,0,0,3,0,0,0,12,0,8,0,0,0,19,0,4,0,0,0,6,15,0,0,0,0,0,8,0,13,8,23,12,0,0,0,0,6,18,0,11,0,5,1,0,0,0,0,0,0,0,14,5,0,3,4,0,4,3,7,12,0,0,12,0,0,6,0,0,8,1,3,0,0,0,0,20,0,0,0,0,0,18,0,2
100000773,0,0,18,0,0,0,7,27,0,14,0,6,0,0,0,0,0,9,0,18,0,15,6,5,0,12,0,14,0,12,0,0,0,3,0,0,0,6,0,0,0,0,16,0,0,15,0,0,0,0,4,4,12,0,0,0,0,0,11,0,0,0,3,0,6,0,0,0,15,0,0,0,0,12,14,0,0,8,6,0,0,12,0,7,0,0,0,0,0,4,15,0,0,6,0,0,0,0,5,15,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,16,0,0,0
100000774,10,0,15,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,5,7,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,0,16,0,0,0,8,0,12,0,12,0,16,12,0,15,0,20,0,0,20,8,12,0,15,0,0,0,0,7,0,0,0,0,14,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,11,2,11,0,7,6,5,3,0,0,8,0,0,0,0,0,0,0,0,1,18,0,0,0,0,11,8,0,0,0,0,0,0,0
100000775,0,0,15,10,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,0,0,2,16,0,0,0,0,0,10,0,6,11,0,14,0,2,0,12,0,11,0,0,0,0,0,0,6,0,7,0,0,12,5,12,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,4,12,0,0,0,0,0,12,6,0,0,0,0,18,0,0,0,0,0,15,5,15,0,16,0,0,0,0,0,18,0,5,4,0,0,0,6,0,3,0,8,0,8,0,15,0,0,0,0,16,0,14,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000776,0,0,0,15,6,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,17,0,0,0,0,6,0,0,8,18,0,0,0,0,6,0,0,0,1,14,1,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,0,0,0,0,0,7,0,0,7,0,3,0,0,0,0,0,19,0,0,13,3,0,0,0,0,0,0,0,14,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17,0,8,0,0,0,14,0,0,16,0,0,0,0,14,0
100000777,0,0,15,0,0,3,0,0,0,0,17,0,0,3,0,0,1,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,14,25,14,0,0,0,9,0,1,18,0,0,14,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,15,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,14,0,17,0,5,0,0,0,2,0,0,0,0,0,0,0,6,17,0,3,0,9,0,0,0,14,3,14,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,15,0,17,0,0,14,0,0,0,0,0,13,12,0
100000778,0,0,0,5,0,0,0,11,0,0,0,0,0,21,12,11,0,8,0,8,9,0,0,0,5,0,0,0,0,0,16,3,0,5,0,0,3,0,0,0,0,0,0,20,0,13,5,0,15,0,0,0,0,7,15,22,0,0,15,0,3,14,13,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14,0,0,0,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,20,18,8,0,0,10,0,4,0,0,0,1,0,7,0,0,0,0,18,0,0,6,0,0,0,0,6,2,0,0,16,0,0,0,10,10,0,0,0,4,0,15,0,0,0,0,6,0,0,0,12,0,13,0
100000779,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,8,0,9,0,0,0,12,7,0,0,0,0,0,0,0,0,0,0,2,0,0,15,0,0,5,0,0,0,0,0,0,0,0,0,12,0,0,13,0,0,12,0,20,18,0,0,0,18,2,7,12,0,11,0,0,0,0,3,19,8,0,0,0,2,0,14,0,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,9,0,5,0,22,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,18,0,13
100000780,0,0,16,0,17,3,7,0,19,0,0,0,11,0,10,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,5,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,14,0,0,0,0,0,11,0,0,14,0,14,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,11,0,12,0,0,0,13,0,0,0,0,0,0,0,12,6,15,0,0,14,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,10,16,8,0,0,13,21,5,13,11,0,0,0,0,18,14,0,11,0,0,5,0,0,0,2,0,16,0
